Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier,Dayside Emitting Temperature [K],Known,TIC,TFOPWG Disposition,Creation Date,Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,EB,VS,NASA PC,Star T Mag
TOI-3807,1.18,-0.09,0.06,5772.0,-80.0,84.0,1.47,-0.04,0.04,4.17,-0.04,0.03,0.278,-0.081,0.084,[Fe/H],5.6,-1.5,2.7,,,,,,,,421.745,-4.561,4.661,2.34236,-0.0257288,0.0257288,,,TIC 289661991,Gaia DR2 1117620107545810944,12.757,11.85999966,10.634,,10.95600033,10.61699963,,,,,,11.5817,,12.0338,10.591,10.644,10.591,8.566,139.1125648,69.0741284,1.4614542,-0.0365173,0.0365173,-0.549931,-0.0324485,0.0324485,-1.35404,-0.0371457,0.0371457,TOI-3807b,1.65,,,0.115345871,,,,,,1.04,-0.14,0.15,130.0,-16.0,18.0,0.289,,,2.8989727,-3.9e-06,3.8e-06,0.0421,-0.0011,0.0007,6.14,-0.18,0.19,80.81,,,1.0,,,0.0,,,0.0,,,,,,,,,2459218.135,-0.00055,0.00055,1.36,,,1.78,-0.05,0.05,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2023.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,0.0,Published Confirmed,0.0,0.0,False,False,2023.0,3.0,7.0,True,,False,False," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,,,,Semi-Grazing,0.980612631,Semi-Grazing,0.980612631,6999.014993,3499.492143,0.030706549,6999.014993,3499.492143,0.030706549,1647.1272,1647.1272,1647.1272,2459219.584,False,18.49481821,,,,330.5415429,47.67426099,-44.49597692,1687725.4,142084.8,133337.79,1239.904163,104.3840041,97.95792664,201,201,6298070356.0,2,21,42,1.0,3.0,6.0,Eclipse,1,3,6,0,0,0,2,1671.415481868225,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4087,1.18,-0.04,0.04,6060.0,-67.0,74.0,1.11,-0.02,0.02,4.42,-0.02,0.01,0.237,-0.079,0.079,[Fe/H],0.8,-0.6,1.2,,,,,,,,301.676,-2.193,2.225,3.28605,-0.0240912,0.0240912,,,TIC 310002617,Gaia DR2 1725490333641502976,12.442,12.10999966,10.493,,10.75399971,10.43599987,,,,,,11.2961,,11.7064,10.39,10.432,10.381,8.971,217.9257785,83.3727061,19.6850913,-0.0386203,0.0386203,-16.7284,-0.0383352,0.0383352,10.3761,-0.0393518,0.0393518,TOI-4087b,1.164,-0.024,0.025,0.107761951,-0.000450066,0.000459346,,,,0.73,-0.14,0.14,90.0,-18.0,17.0,0.57,-0.12,0.12,3.1774835,9.4e-07,9.4e-07,0.04469,-0.00054,0.00048,8.63,-0.14,0.14,87.82,-0.33,0.37,0.328,-0.051,0.044,0.0,,,0.0,,,,,,,,,2459244.566,9.3e-05,9.3e-05,1.1565,-0.0097,0.0099,2.9842,-0.0115,0.0118,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2023.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,0.0,Published Confirmed,0.0,0.0,False,False,2023.0,3.0,11.0,True,,False,False," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2459244.566,True,,TRUE,0.328276554,TRUE,0.328276554,10748.1415,1164.001381,8420.138732,10748.1415,1164.001381,8420.138732,1458.653802,1458.653802,1458.653802,2459246.155,False,13.04725357,,,,232.0147368,44.49597692,-44.49597692,1032908.61,62102.09,55252.87,758.8365297,45.62391484,40.59206761,371,369,6685528842.0,2,19,37,1.0,4.0,8.0,Eclipse,1,4,8,0,0,0,2,1480.0262389878728,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2818,0.98,-0.05,0.06,5721.0,-83.0,88.0,1.23,-0.03,0.03,4.25,-0.03,0.03,-0.02,-0.09,0.11,[Fe/H],9.5,-2.8,2.6,,,,,,,,312.674,-2.233,2.265,3.16952,-0.022832,0.022832,,,TIC 151483286,Gaia DR2 5545555570947605376,12.639,11.937,10.454,,10.743,10.403,,,,,,11.3944,,11.8367,10.329,10.374,10.199,8.699,119.0598183,-35.1167104,10.8891266,-0.0415615,0.0415615,-6.10421,-0.0378212,0.0378212,-9.0173,-0.0431673,0.0431673,TOI-2818b,1.363,-0.045,0.046,0.113874423,-0.00131724,0.00131724,,,,0.71,-0.26,0.26,91.0,-33.0,33.0,0.34,-0.13,0.14,4.039709,2.4e-06,2.4e-06,0.0493,-0.0008,0.001,8.63,-0.25,0.28,87.73,-0.55,0.75,0.34,-0.11,0.07,0.0,,,0.0,,,,,,,,,2459023.446,0.00025,0.00025,1.3,-0.03,0.03,3.804,-0.029,0.031,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2023.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,0.0,Published Confirmed,0.0,0.0,False,False,2023.0,3.0,11.0,True,,False,False," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2459023.446,True,,TRUE,0.341822305,TRUE,0.341822305,13693.13698,1572.117119,10548.90274,13693.13698,1572.117119,10548.90274,1377.055842,1377.055842,1377.055842,2459025.466,False,15.27784074,,,,225.6581687,82.63538571,-82.63538571,803322.06,71753.58,70779.85,590.1684993,52.71447746,51.99911708,157,157,7375175026.0,1,9,18,1.0,3.0,6.0,Eclipse,1,3,6,0,0,0,2,1400.3658863212993,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3235,0.39,-0.02,0.02,3388.8,-68.0,68.0,0.37,-0.02,0.02,4.9,-0.06,0.06,0.264,-0.1,0.1,[Fe/H],,,,M V,,,,,,,72.811,-0.527,0.5346,13.7066,-0.0993668,0.0993668,,,TIC 243641947,Gaia DR2 6107144260251920000,16.887,15.16,11.099,,11.70600033,10.81900024,,,,,,13.2486,,14.4858,10.694,10.548,10.458,9.020001,207.4738488,-46.0665139,182.0081084,-0.140608,0.140608,-170.376,-0.142401,0.142401,-64.0232,-0.127189,0.127189,TOI-3235b,1.017,-0.044,0.044,0.2828,-0.0016,0.0016,,,,0.665,-0.025,0.025,182.9,-3.3,3.3,0.78,-0.11,0.11,2.59261842,4.1e-07,4.1e-07,0.02709,-0.00046,0.00046,15.75,-0.73,0.73,88.14,-0.046,0.046,0.511,-0.012,0.011,0.0,,,0.0,,,,,,,,,2459690.002,4.5e-05,4.5e-05,7.978281294,,,1.48,-0.005,0.005,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2023.0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>,2023-02,0.0,Published Confirmed,0.0,0.0,False,False,2023.0,2.0,11.0,True,,False,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2459690.002,True,,TRUE,0.511204404,TRUE,0.511204404,5334.11759,1527.611105,2278.895379,5334.11759,1527.611105,2278.895379,603.7965977,603.7965977,603.7965977,2459691.298,False,11.3995334,,,,211.3558904,7.945710165,-7.945710165,29965.98,3280.87,3453.46,22.01480368,2.410323606,2.537118557,161,160,4052606317.0,1,8,16,2.0,9.0,19.0,Transit,1,8,16,1,0,1,2,613.7376649592602,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4463A,1.06,-0.06,0.06,5640.0,-82.0,89.0,1.06,-0.02,0.03,4.41,-0.03,0.03,0.25,-0.085,0.085,[Fe/H],4.1,-2.6,3.5,,,,,,,,173.117,-1.285,1.303,5.74805,-0.0428641,0.0428641,,,TIC 8599009,Gaia DR2 4524517290642206336,11.646,11.03999996,9.454001,,9.802000046,9.402000427,,,,,,10.4673,,10.9505,9.343,9.393,9.397,8.797,279.3581286,18.7299522,50.9892636,-0.0726675,0.0726675,-5.20796,-0.0691795,0.0691795,50.7226,-0.0727034,0.0727034,TOI-4463Ab,1.183,-0.045,0.064,0.114687034,-0.002354233,0.003967319,,,,0.794,-0.04,0.039,108.7,-2.9,3.3,0.595,-0.096,0.08,2.8807198,2.8e-06,2.8e-06,0.04036,-0.00082,0.00074,8.17,-0.24,0.21,83.82,-0.28,0.21,0.88,-0.009,0.013,0.0,,,0.0,,,,,,,,,2459291.64,0.00032,0.00032,1.311,-0.054,0.091,1.85,-0.03,0.04,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2023.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,0.0,Published Confirmed,0.0,0.0,False,False,2023.0,3.0,11.0,True,,False,False," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2459291.64,True,,TRUE,0.879519495,TRUE,0.879519495,6687.498039,2850.601996,986.2940466,6687.498039,2850.601996,986.2940466,1395.253363,1395.253363,1395.253363,2459293.08,False,13.2602242,,,,252.3557548,12.39530786,-12.71313626,863258.96,72654.51,70118.85,634.2017359,53.3763546,51.51350689,169,169,6037770061.0,1,12,23,1.0,2.0,4.0,Eclipse,1,2,4,0,0,0,2,1416.4359358945144,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3785,0.52,-0.02,0.02,3576.0,-88.0,88.0,0.5,-0.01,0.01,4.75,-0.05,0.05,0.099,-0.117,0.117,[Fe/H],8.0,-4.8,4.1,M2 V,2.0,,,,,,79.7634,-0.223,0.2243,12.5083,-0.0348909,0.0348909,,,TIC 458419328,Gaia DR2 1044013542142711296,16.185,14.595,10.387,,11.05099964,10.16499996,17.9187,15.4753,14.0744,13.2233,12.4056,12.4963,,13.6559,10.034,9.966,9.86,8.696,130.9002258,63.0780768,46.160023,-0.0409374,0.0409374,-42.9027,-0.0395847,0.0395847,-17.0325,-0.0486516,0.0486516,TOI-3785b,0.459,-0.014,0.014,0.0962,-0.0017,0.0017,,,,0.04704,-0.01233,0.0129,9.24,-2.68,2.68,0.61,-0.17,0.18,4.6747373,3.8e-06,3.8e-06,0.043,-0.001,0.001,18.89,-0.44,0.45,88.1,-0.01,0.01,0.6,-0.03,0.02,0.11,-0.08,0.1,96.26,-143.93,51.25,,,,,,,2458861.496,0.0006,0.0006,0.9254,-0.0003,0.0003,1.7,-0.02,0.02,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2023.0,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,2023-08,0.0,Published Confirmed,0.0,0.0,False,False,2023.0,8.0,14.0,True,,False,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",low,2458861.496,True,,TRUE,0.55773774,TRUE,0.694682512,5760.199553,710.0795746,4340.040404,6446.485393,1025.966094,4394.553206,581.7903766,616.5143372,552.4144291,2458863.797,False,5.144922156,,,,14.95064825,4.099986445,-3.918824253,25762.12,2730.24,2725.4,18.92639634,2.005797828,2.002242075,106,108,6432708440.0,1,8,15,124.0,906.0,1610.0,Transit,1,8,15,1,0,1,2,597.569968212516,True,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-124,1.07,-0.05,0.05,6050.0,-100.0,100.0,1.02,-0.02,0.02,4.44,-0.02,0.02,-0.02,-0.11,0.11,[Fe/H],2.1,-1.4,1.4,F9,3.2,-0.9,0.9,,,,448.637,-7.384,7.632,2.20081,-0.0370118,0.0370118,,,TIC 97409519,Gaia DR2 6614751532833886464,13.255,12.724,11.419,,11.64999962,11.31000042,,,,,,12.1893,,12.5754,11.307,11.347,11.255,8.915,332.7143373,-30.7497189,14.5329419,-0.0486408,0.0486408,-0.709759,-0.0515152,0.0515152,-14.5156,-0.0486337,0.0486337,WASP-124b,1.24,-0.03,0.03,0.124927186,,,,,,0.6,-0.07,0.07,77.0,-8.0,8.0,0.43,-0.05,0.05,3.37264959,2.7e-07,2.7e-07,0.0449,-0.0007,0.0007,9.434,-1.369,1.93,86.3,-0.2,0.2,0.61,-0.02,0.02,0.0,,,0.0,,,,,,,,,2457028.583,6.8e-05,6.8e-05,1.560680174,,,2.5704,-0.0144,0.0144,,,,1.0,1.0,SuperWASP-South,2016.0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,2016-06,0.0,Published Confirmed,0.0,0.0,False,False,2016.0,6.0,10.0,True,,False,False," Rp/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",medium,2457433.302,True,,TRUE,0.608797796,TRUE,0.608797796,9335.730543,1569.006052,6197.718438,9335.730543,1569.006052,6197.718438,1392.811811,1392.811811,1392.811811,2457030.27,False,13.89913611,,,,190.697044,22.24798846,-22.24798846,832133.47,481836.43,223514.06,611.3350867,353.9859005,164.2068156,108,108,6716944394.0,2,24,47,2.0,10.0,20.0,Eclipse,2,10,20,1,0,1,2,1413.099584695954,True,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-25,0.67,-0.22,0.22,5750.0,-100.0,100.0,0.8,-0.08,0.08,4.5,-0.15,0.15,-0.05,,,[Fe/H],0.02,-0.01,4.0,,3.0,,1.0,,,,211.416,-1.447,1.468,4.70138,-0.0323683,0.0323683,,,TIC 229047362,Gaia DR2 6186950525042445824,12.27,11.86999989,10.268,,10.59599972,10.17399979,,,,,,11.2175,,11.6885,10.133,10.168,10.029,8.851,195.3597581,-27.5222273,29.9367529,-0.0607396,0.0607396,-29.2679,-0.0613135,0.0613135,-6.29279,-0.0466278,0.0466278,WASP-25b,1.07,-0.1,0.1,0.137445091,-0.000727563,0.000727563,,,,0.44,-0.1,0.1,75.5,-5.3,5.3,,,,3.76483342,3.7e-07,3.7e-07,0.041296149,,,11.1,-0.52,0.52,88.0,-0.5,0.5,0.387384413,,,0.0,,,0.0,,,14.6,-6.7,6.7,,,,2450000.0,0.00017,0.00017,1.9,-0.02,0.02,,,,,,,1.0,1.0,SuperWASP,2010.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0.0,Published Confirmed,0.0,0.0,False,False,2017.0,3.0,10.0,True,,False,False," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Transit Mid Time, ",medium,2457744.728,True,"Star Age [Gyr], Star Rotational Velocity [km/s], Projected Obliquity, ",TRUE,0.387384413,TRUE,0.387384413,9997.356139,1399.192266,7198.971607,9997.356139,1399.192266,7198.971607,1220.369535,1220.369535,1220.369535,2450001.882,False,11.99360938,,,,139.8444989,31.78284066,-31.78284066,504145.5,62050.95,54450.58,370.3754795,45.58634434,40.00265732,97,92,6177816000.0,1,5,10,1.0,4.0,7.0,Eclipse,1,4,7,0,0,0,2,1240.219455267828,True,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-56,1.02,-0.02,0.02,5600.0,-100.0,100.0,1.11,-0.02,0.03,4.35,-0.02,0.02,0.12,-0.06,0.06,[Fe/H],6.2,-2.1,3.0,G6,1.5,-0.9,0.9,,,,321.084,-5.228,5.4,3.08648,-0.0511433,0.0511433,,,TIC 347329162,Gaia DR2 4001613814138156416,12.723,11.47999954,10.603,,10.8739996,10.53199959,15.1056,12.9637,12.0566,11.9146,13.2576,11.5384,,12.0028,10.481,10.535,10.529,8.604,183.3660401,23.055687,36.8009875,-0.0766513,0.0766513,-36.6949,-0.0767737,0.0767737,2.79231,-0.0513067,0.0513067,WASP-56b,1.092,-0.033,0.035,0.10095,-0.00205,0.00201,,,,0.571,-0.035,0.034,69.0,-4.0,4.0,0.583,-0.061,0.064,4.61705992,9.9e-07,9.9e-07,0.05458,-0.00041,0.00041,10.57338293,,,88.5,-0.2,0.1,0.272,-0.018,0.029,0.0,,,0.0,,,,,,,,,2455730.799,0.00024,0.00024,1.019,-0.041,0.041,3.5616,-0.06,0.06,,,,1.0,1.0,SuperWASP,2012.0,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2013-03,0.0,Published Confirmed,0.0,0.0,False,False,2013.0,3.0,11.0,True,,False,False," a/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2456229.442,True,,TRUE,0.276778898,TRUE,0.276778898,12823.10713,1267.904299,10287.29853,12823.10713,1267.904299,10287.29853,1217.772181,1217.772181,1217.772181,2455733.108,False,12.24020696,,,,181.4800202,10.80616582,-11.12399423,508567.26,49469.27,50753.05,373.6239692,36.34308864,37.28623032,71,74,8165051783.0,2,26,52,2.0,12.0,22.0,Eclipse,2,12,22,0,0,0,2,1237.5798494129183,True,,,,,,,,,,,,,,,,,,,,,,,,,
LHS1140,0.19,-0.01,0.01,2988.0,-67.0,67.0,0.21,0.0,0.0,,,,-0.262,-0.104,0.104,[Fe/H],,,,,,,,131.0,-5.0,5.0,14.9861,-0.0152,0.0153,66.6996,-0.0673611,0.0673611,,,TIC 92226327,Gaia DR2 2371032916186181760,15.881,14.14999962,9.092,,9.612000465,8.821000099,,,,,,11.2991,,12.6706,,,,,11.248632,-15.2741085,675.8787442,-0.0942503,0.0942503,317.585,-0.120648,0.120648,-596.617,-0.0852977,0.0852977,LHS1140c,0.104,-0.003,0.003,0.050891996,-0.001473709,0.001571956,0.00538,-0.00057,0.00057,0.00554,-0.0005,0.00053,2.22,-0.2,0.2,6.07,-0.74,0.81,3.7779329,2.8e-06,2.8e-06,0.02734,-0.00054,0.00054,27.53,-0.61,0.62,89.913,-0.049,0.046,0.042508823,,,0.0,,,0.0,,,,,,,,,2458389.294,1.8e-05,1.8e-05,0.252,-0.015,0.016,1.1,-0.024,0.025,,,,1.0,1.0,Multiple Observatories,2018.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,2020-10,0.0,Published Confirmed,0.0,0.0,False,False,2020.0,10.0,9.0,True,,False,False," Transit Impact Parameter, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2458226.844,True,"Star Rotation Period [days], ",TRUE,0.041802539,TRUE,0.041802539,3963.984802,192.3663523,3579.252097,3963.984802,192.3663523,3579.252097,402.6822528,402.6822528,402.6822528,2458391.183,False,1.165733996,,,,1.760769373,0.168449055,-0.158914203,5915.8,622.67,609.94,4.346101,0.457450676,0.448098456,93,91,4090005785.0,2,22,43,8210.0,54927.0,132574.0,Transit,2,22,43,1,0,1,1,405.8181475686535,True,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-13,0.72,-0.25,0.25,5950.0,-70.0,70.0,1.37,-0.15,0.15,4.06,-0.1,0.1,0.0,,,[Fe/H],5.0,-1.7,2.6,,5.7,-0.4,0.4,,,,227.537,-3.028,3.11,4.36696,-0.0588143,0.0588143,,,TIC 8767448,Gaia DR2 702295464353437952,11.211,10.42000008,9.182,,9.442000389,9.119000435,,,,,,9.98111,,10.38,9.068,9.11,9.034,8.136,140.1029654,33.8823291,20.4329552,-0.0730304,0.0730304,-2.15497,-0.079286,0.079286,-20.319,-0.072957,0.072957,WASP-13b,1.22,-0.14,0.14,0.091511296,-0.000874209,0.000874209,,,,0.36,-0.09,0.09,55.5,-3.6,3.6,,,,4.35301101,6.6e-07,6.6e-07,0.04682788,,,7.35,-0.26,0.26,85.43,-0.29,0.29,0.585625959,,,0.0,,,0.0,,,8.0,-12.0,13.0,,,,2450000.0,0.00028,0.00028,0.84,-0.016,0.016,,,,,,,1.0,1.0,SuperWASP,2009.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0.0,Published Confirmed,0.0,0.0,False,False,2017.0,3.0,10.0,True,,False,False," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Transit Mid Time, ",medium,2457077.304,True,"Star Age [Gyr], Star Rotational Velocity [km/s], Projected Obliquity, ",TRUE,0.585625959,TRUE,0.585625959,15090.73251,1862.42991,11365.87269,15090.73251,1862.42991,11365.87269,1551.88058,1551.88058,1551.88058,2450002.177,False,13.67495649,,,,114.4182264,28.60455659,-28.60455659,1305034.57,109328.96,119575.56,958.7565586,80.31960214,87.84736821,83,84,7005351150.0,1,2,4,1.0,2.0,3.0,Eclipse,1,2,3,0,0,0,3,1577.1226888566623,True,,,,,,,,,,,,,,,,,,,,,,,,,
