Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier,Dayside Emitting Temperature [K],Known,TIC,TFOPWG Disposition,Creation Date,Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,EB,VS,NASA PC,Star T Mag
TOI-1272,0.85,-0.05,0.05,4985.0,-121.0,121.0,0.79,-0.03,0.03,4.55,-0.1,0.1,0.17,-0.06,0.06,[Fe/H],3.65,-0.98,4.17,,,,,28.3,-0.6,0.6,137.572,-0.401,0.403,7.24003,-0.0210805,0.0210805,,,TIC 417948359,Gaia DR2 1556242405699527424,12.846,11.87800026,9.793,,10.21800041,9.701000214,,,,,,11.0244,,11.6,9.632,9.698,9.613,8.634,199.1962036,49.8610591,63.4715914,-0.0333396,0.0333396,-63.3004,-0.0333579,0.0333579,4.65857,-0.0297614,0.0297614,TOI-1272b,0.369,-0.019,0.019,0.047999279,,,,,,0.0774,-0.00724,0.00724,12.6,-1.1,1.1,1.9,-0.3,0.3,3.31599,2e-05,2e-05,0.0412,-0.0008,0.0008,11.21433521,,,86.6717214,,,0.45,-0.21,0.15,0.338,-0.062,0.056,123.6,-11.5,11.5,,,,,,,2458713.025,0.0006,0.0006,0.230393083,,,,,,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,2022-06,0.0,Published Confirmed,0.0,0.0,False,False,2022.0,6.0,10.0,True,,False,False," a/Rs, Inclination, Rp/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",high,2458713.025,True,,TRUE,0.45,TRUE,0.802657337,5670.818715,323.1342306,5024.550254,7199.177832,865.3808954,5468.416041,1052.600079,1266.106654,948.0068121,2458714.274,False,4.13611389,,,,24.59991867,2.301077664,-2.301077664,281158.8,33443.93,31763.53,206.5560941,24.56991406,23.33539158,169,170,6163432273.0,5,66,132,51.0,394.0,785.0,Transit,5,66,132,0,0,0,1,1069.7211412672652,True,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-64,1.3,-0.02,0.02,6457.0,-29.0,29.0,1.74,-0.03,0.04,4.07,-0.01,0.01,-0.113,-0.056,0.027,[Fe/H],2.88,-0.13,0.13,,,,,,,,651.897,-14.728,15.413,1.50537,-0.0351902,0.0351902,,,TIC 455036659,Gaia DR2 3279418602369232000,13.446,12.77099991,11.225,,11.48499966,11.12300014,,,,,,12.1569,,12.6221,11.058,11.055,11.52,8.555,68.9743955,2.4312732,8.6899889,-0.0731894,0.0731894,7.78409,-0.0787553,0.0787553,-3.86314,-0.0438523,0.0438523,HAT-P-64b,1.703,-0.07,0.07,0.1007,-0.0034,0.0034,,,,0.58,-0.13,0.18,62.0,-18.0,18.0,0.144,-0.035,0.046,4.007232,1.7e-06,1.7e-06,0.05387,-0.0003,0.0003,6.67,-0.12,0.12,88.01,-0.7,0.7,0.232,-0.079,0.085,0.0,,,0.0,,,,,,,,,2457751.464,0.00063,0.00063,1.011583381,,,4.925,-0.048,0.048,,,,1.0,1.0,HATNet,2021.0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,2021-07,0.0,Published Confirmed,0.0,0.0,False,False,2021.0,7.0,11.0,True,,False,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2457751.464,True,,TRUE,0.231616214,TRUE,0.231616214,17868.30802,1730.499115,14407.30979,17868.30802,1730.499115,14407.30979,1767.880362,1767.880362,1767.880362,2457753.467,False,19.08889418,,,,184.3404758,57.20911319,-41.31769286,2219292.51,85118.07,80093.7,1630.4252,62.53283227,58.84162914,93,94,8058837295.0,1,6,12,1.0,4.0,7.0,Eclipse,1,4,7,0,0,0,2,1798.342472960241,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-178,0.65,-0.03,0.03,4316.0,-70.0,70.0,0.65,-0.01,0.01,4.45,-0.15,0.15,-0.23,-0.05,0.05,[Fe/H],7.1,-5.3,6.1,K,1.5,-0.3,0.3,,,,62.699,-0.2061,0.2074,15.9205,-0.0521909,0.0521909,,,TIC 251848941,Gaia DR2 2318295979126499200,13.056,11.94999981,8.761,,9.371999741,8.656000137,,,,,,10.42,,11.1523,8.573,8.64,8.563,8.477,7.3020115,-30.4541159,173.4904992,-0.0669417,0.0669417,149.953,-0.0734798,0.0734798,-87.2528,-0.0420655,0.0420655,TOI-178e,0.197,-0.008,0.008,0.0311,-0.0012,0.0011,,,,0.01214,-0.00296,0.00393,1.62,-0.34,0.41,1.98,-0.53,0.788,9.961881,4.2e-05,4.2e-05,0.0783,-0.0024,0.0023,25.87,-0.65,0.62,88.71,-0.13,0.16,0.583,-0.066,0.046,0.0,,,0.0,,,,,,,,,2458751.466,0.0016,0.0016,0.0968,-0.0071,0.0069,2.501,-0.077,0.106,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2021.0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,2021-05,0.0,Published Confirmed,0.0,0.0,False,False,2021.0,5.0,12.0,True,,False,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2458751.466,True,,TRUE,0.582407306,TRUE,0.582407306,9014.823176,405.6223418,8203.578492,9014.823176,405.6223418,8203.578492,600.0234501,600.0234501,600.0234501,2458756.447,False,2.208169204,,,,3.858436856,1.249065638,-0.940772084,30033.84,2622.07,2481.32,22.0646577,1.926329668,1.822926288,39,39,11713513276.0,4,34,68,1845.0,11704.0,20533.0,Transit,4,34,68,0,0,0,1,609.3933518941399,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-178,0.65,-0.03,0.03,4316.0,-70.0,70.0,0.65,-0.01,0.01,4.45,-0.15,0.15,-0.23,-0.05,0.05,[Fe/H],7.1,-5.3,6.1,K,1.5,-0.3,0.3,,,,62.699,-0.2061,0.2074,15.9205,-0.0521909,0.0521909,,,TIC 251848941,Gaia DR2 2318295979126499200,13.056,11.94999981,8.761,,9.371999741,8.656000137,,,,,,10.42,,11.1523,8.573,8.64,8.563,8.477,7.3020115,-30.4541159,173.4904992,-0.0669417,0.0669417,149.953,-0.0734798,0.0734798,-87.2528,-0.0420655,0.0420655,TOI-178g,0.256,-0.012,0.012,0.0404,-0.0018,0.0019,,,,0.0124,-0.0051,0.00412,1.3,-0.59,0.38,0.915,-0.37,0.36,20.7095,0.00014,0.00014,0.1275,-0.0039,0.0038,42.13,-1.06,1.01,88.823,-0.047,0.045,0.866,-0.019,0.017,0.0,,,0.0,,,,,,,,,2458748.03,0.0023,0.0023,0.1633,-0.0139,0.0157,2.167,-0.082,0.09,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2021.0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,2021-05,0.0,Published Confirmed,0.0,0.0,False,False,2021.0,5.0,12.0,True,,False,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2458748.03,True,,TRUE,0.865395722,TRUE,0.865395722,7809.258157,1101.281667,5606.694822,7809.258157,1101.281667,5606.694822,470.1870988,470.1870988,470.1870988,2458758.385,False,2.869499067,,,,3.941072242,1.309453035,-1.620924874,11018.52,887.17,907.6,8.094864733,0.651768218,0.66677732,18,19,19073728514.0,2,14,28,7512.0,41910.0,96337.0,Transit,2,14,28,0,0,0,2,477.5551145620399,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3884,0.28,-0.01,0.01,3269.0,-70.0,70.0,0.3,-0.01,0.01,4.92,-0.03,0.03,0.23,-0.12,0.12,[Fe/H],,,,M4,,,,,,,43.1448,-0.1678,0.169,23.1494,-0.0898005,0.0898005,,,TIC 86263325,Gaia DR2 3919169687804622336,17.462,15.744,10.552,,11.12699986,10.23999977,,,,,,12.9113,,14.2747,10.157,9.986,9.762,9.001,181.5718341,12.5070258,187.8532276,-0.1497644,0.1497644,-186.01,-0.15048,0.15048,26.251,-0.1079,0.1079,TOI-3884b,0.535,-0.016,0.016,0.1808,-0.0014,0.0014,,,,0.05191,-0.00566,0.01101,14.9,-1.6,3.4,0.424,-0.061,0.1,4.5445697,9.4e-06,9.4e-06,0.0354,-0.0014,0.0014,25.01,-0.65,0.65,90.1,-0.29,0.29,-0.04,-0.13,0.13,0.0,,,190.0,-150.0,150.0,,,,,,,2459642.863,0.00012,0.00012,3.358427221,,,1.646,-0.011,0.011,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,2022-10,0.0,Published Confirmed,0.0,0.0,False,False,2022.0,10.0,12.0,True,,False,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, ",campaign,2459642.863,True,,TRUE,0.043650662,TRUE,0.043650662,5899.079682,905.1504692,4088.778743,5899.079682,905.1504692,4088.778743,462.21398,462.21398,462.21398,2459645.135,False,5.996804691,,,,16.49847259,3.499290757,-1.798908781,10291.36,1082.58,1170.33,7.560649445,0.795328108,0.859794514,69,70,5295764623.0,1,1,2,,,,Transit,1,1,2,1,0,1,3,466.3525927791634,True,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-109,1.01,-0.05,0.06,5945.0,-71.0,71.0,1.3,-0.06,0.06,4.21,-0.03,0.03,-0.08,-0.1,0.1,[Fe/H],6.2,-2.2,2.7,,,,,,,,474.861,-5.233,5.349,2.07728,-0.0232852,0.0232852,,,TIC 122441003,Gaia DR2 2101175933393051008,12.826,12.93000031,11.046,,11.31400013,11.0010004,,,,,,11.887,12.365,12.2955,10.938,10.981,10.843,8.613,290.3926795,40.2849074,13.363584,-0.0417064,0.0417064,-7.73709,-0.0383147,0.0383147,10.896,-0.043316,0.043316,Kepler-109c,0.220877841,,,0.01746,-0.00029,0.00034,,,,0.00552,-0.01834,0.01834,0.402534559,,,,,,21.22261195,-2.91e-05,2.91e-05,0.1506,,,25.344,-0.309,0.309,89.96,,,0.02,-0.02,0.378,0.0,,,0.0,,,,,,,,,2454970.574,-0.00113,0.00113,0.0366,-0.00035,0.00035,6.5093,-0.042,0.042,,,,1.0,0.0,Kepler,2014.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,31/08/2017 00:00,0.0,Kepler Project Candidate (q1_q17_dr25_koi),0.0,0.0,False,False,2017.0,8.0,9.0,True,,False,False," Planet Radius, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,,,"Planet Mass [Mj], Star Age [Gyr], ",TRUE,0.017693448,TRUE,0.017693448,23434.51714,402.4743054,22629.56853,23434.51714,402.4743054,22629.56853,835.0246213,835.0246213,835.0246213,2454981.185,False,2.475815462,,,,1.754412804,5.828972977,-5.828972977,109113.71,6921.71,5602.61,80.1614666,5.085102734,4.116012868,44,45,22529439327.0,9,122,242,15448.0,126400.0,250888.0,Transit,9,122,242,0,0,0,1,855.9561721484592,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2207,1.3,-0.07,0.07,6101.0,-73.0,75.0,1.56,-0.04,0.04,4.16,-0.04,0.03,0.181,-0.086,0.086,[Fe/H],3.3,-1.1,1.3,,,,,,,,373.345,-6.273,6.487,2.6508,-0.0454088,0.0454088,,,TIC 90850770,Gaia DR2 6675883485986480256,12.27,11.31999969,10.201,,10.43799973,10.13300037,,,,,,10.9651,,11.3545,10.091,10.149,10.191,8.555,307.5966925,-44.8876181,30.2899863,-0.0551584,0.0551584,15.9944,-0.0727308,0.0727308,-25.7228,-0.0466215,0.0466215,TOI-2207b,0.995,-0.027,0.028,0.065544148,-0.00068656,0.000747588,,,,0.64,-0.12,0.1,55.8,-10.0,8.3,0.8,-0.16,0.16,8.001968,2.4e-05,2.4e-05,0.0854,-0.0016,0.0015,11.7,-0.4,0.4,88.84,-0.85,0.79,0.2,-0.14,0.16,0.174,-0.052,0.048,0.0,,,,,,,,,2459283.827,0.00046,0.00046,0.4273,-0.009,0.0098,4.632,-0.0312,0.036,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2022-08,0.0,Published Confirmed,0.0,0.0,False,False,2022.0,8.0,12.0,True,,False,False," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",high,2459283.827,True,,TRUE,0.229688734,TRUE,0.229688734,19303.50034,1252.570741,16798.35886,19303.50034,1252.276568,16798.94721,1261.226526,1280.763741,1280.763741,2459288.71,False,11.15293583,,,,203.4101802,31.78284066,-38.13940879,577203.91,42241.11,41846.5,424.0485632,31.03284939,30.74294525,49,49,12775658158.0,7,80,158,3.0,23.0,45.0,Eclipse,3,23,45,0,0,0,1,1277.835259602772,True,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-61,1.0,-0.03,0.03,5587.0,-45.0,45.0,0.94,-0.01,0.01,4.5,-0.02,0.02,0.194,-0.06,0.06,[Fe/H],2.6,-2.0,2.0,,,,,,,,338.84,-4.051,4.149,2.92298,-0.035438,0.035438,,,TIC 259506033,Gaia DR2 256580182331399296,14.04,13.18799973,11.263,,11.59799957,11.14099979,,,,,,12.3824,,12.9386,11.093,11.164,11.121,8.332,75.4801665,50.1311784,24.1065905,-0.0636786,0.0636786,-11.0214,-0.066665,0.066665,-21.4396,-0.0628657,0.0628657,HAT-P-61b,0.899,-0.027,0.027,0.0984,-0.0025,0.0025,,,,1.057,-0.07,0.07,173.0,-11.0,11.0,1.8,-0.2,0.2,1.90231289,7.7e-07,7.7e-07,0.0301,-0.00034,0.00034,6.9,-0.13,0.13,83.62,-0.24,0.24,0.767,-0.017,0.015,0.0,,,0.0,,,,,,,,,2457851.211,0.00047,0.00047,0.965905331,,,1.658,-0.029,0.029,,,,1.0,1.0,HATNet,2021.0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,2021-07,0.0,Published Confirmed,0.0,0.0,False,False,2021.0,7.0,11.0,True,,False,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2457851.211,True,,TRUE,0.766742041,TRUE,0.766742041,6013.852675,1196.034286,3621.784104,6013.852675,1196.034286,3621.784104,1503.969843,1503.969843,1503.969843,2457852.162,False,10.07687368,,,,335.9446258,22.24798846,-22.24798846,1151920.43,56020.98,47884.76,846.2697408,41.15636722,35.1790127,210,210,4502895908.0,23,331,661,3.0,16.0,32.0,Eclipse,3,16,32,1,0,1,2,1530.029587013386,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-277,0.16,-0.01,0.01,4031.0,-23.0,21.0,0.36,0.0,0.01,4.58,-0.13,0.1,-0.01,-0.09,0.07,[Fe/H],,,,,,,,,,,64.6692,-0.13825,0.13825,15.4345,-0.0328113,0.0328113,,,TIC 439456714,Gaia DR2 2353440974955205632,15.104,13.5,9.767,,10.40299988,9.55700016,,,,,,11.7315,,12.7896,,,,,19.0766985,-20.9532772,274.6155931,-0.0522463,0.0522463,-115.432,-0.0669471,0.0669471,-249.177,-0.0485143,0.0485143,TOI-277b,0.236,-0.016,0.016,0.067366649,,,,,,0.033099622,-0.01189321,0.018469085,,,,,,,3.994,0.0004,0.0004,0.0269,-0.0011,0.0011,16.06768052,,,88.9,-0.4,0.5,0.36,-0.14,0.09,0.0,,,0.0,,,,,,,,,2459119.826,0.0017,0.0017,0.453826541,,,,,,,,,1.0,0.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,2022-11,0.0,Published Confirmed,0.0,0.0,False,False,2022.0,11.0,8.0,True,,False,False," a/Rs, Rp/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",high,2459119.826,True,,TRUE,0.308458371,TRUE,0.308458371,6991.467013,485.2142127,6021.038587,6991.467013,485.2142127,6021.038587,711.0844906,711.0844906,711.0844906,2459121.823,True,2.645319453,14.38373604,8.025905949,5.168300594,10.52,5.87,-3.78,60583.98,4341.28,5166.28,44.50862031,3.189364304,3.795458716,95,94,4024182722.0,3,31,62,82.0,598.0,1148.0,Transit,3,31,62,1,0,1,1,722.6506327139474,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1820,1.04,-0.13,0.13,5734.0,-50.0,50.0,1.51,-0.06,0.06,4.24,-0.05,0.05,0.14,-0.15,0.15,[Fe/H],11.0,-2.0,2.0,,4.5,-0.8,0.8,25.0,-6.0,6.0,248.504,-3.546,3.648,3.99626,-0.0577985,0.0577985,,,TIC 393831507,Gaia DR2 4009018273332089088,11.729,10.89999962,9.587,,9.914999962,9.508000374,14.5318,14.2622,11.0227,10.8906,13.2157,10.5268,,10.9653,9.465,9.509,9.441,8.643,187.6867207,27.4520016,60.8776166,-0.0815082,0.0815082,50.5428,-0.0814038,0.0814038,-33.9339,-0.0817392,0.0817392,TOI-1820b,1.14,-0.02,0.02,0.0777,-0.0009,0.0009,,,,2.3,-0.2,0.2,273.0,-4.0,4.0,2.0,-0.2,0.2,4.860674,5e-06,5e-06,0.061,-0.003,0.003,8.7,-0.3,0.3,84.4,-0.3,0.3,0.84,-0.013,0.015,0.043,-0.008,0.008,9.0,-9.0,4.0,,,,,,,2458903.064,0.0006,0.0006,0.601903259,,,2.92,-0.04,0.04,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,2022-04,0.0,Published Confirmed,0.0,0.0,False,False,2022.0,4.0,13.0,True,,False,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",low,2458903.064,True,,TRUE,0.841739367,TRUE,0.853140283,10321.51246,2271.949071,5777.614322,10235.81339,2396.071668,5443.670057,1374.621285,1380.513732,1371.258479,2458905.626,False,12.77823803,,,,731.0053352,63.56568132,-63.56568132,806546.36,68578.64,67444.71,592.5372632,50.38197638,49.54892349,76,73,9125470113.0,26,318,635,1.0,7.0,13.0,Eclipse,1,7,13,0,0,0,2,1398.046844088601,True,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2421,1.13,-0.06,0.13,5607.0,-68.0,68.0,1.75,-0.05,0.05,4.0,-0.04,0.06,0.19,-0.085,0.083,[Fe/H],7.5,-2.8,1.7,,,,,,,,327.927,-3.185,3.248,3.02078,-0.0296844,0.0296844,,,TIC 70524163,Gaia DR2 4968289907406396160,12.02,11.42000008,9.752,,10.09000015,9.666999817,,,,,,10.6918,,11.1554,9.624,9.678001,9.623,8.983,33.1540208,-35.3909182,29.1431094,-0.0250187,0.0250187,28.9144,-0.0247612,0.0247612,-3.64394,-0.0378537,0.0378537,TOI-2421b,0.925,-0.034,0.035,0.054317419,-0.000690386,0.000653566,,,,0.333,-0.079,0.079,37.8,-8.9,8.6,0.52,-0.13,0.15,4.3474032,7.9e-06,7.9e-06,0.0543,-0.001,0.0021,6.67,-0.24,0.34,86.49,-0.76,1.3,0.409,-0.13,0.071,0.0,-0.052,0.048,0.0,,,,,,,,,2458957.028,0.00064,0.00064,0.2949,-0.0075,0.0071,4.8624,-0.0408,0.0408,,,,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2022-08,0.0,Published Confirmed,0.0,0.0,False,False,2022.0,8.0,12.0,True,,False,False," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",high,2458957.028,True,,TRUE,0.408355716,TRUE,0.408355716,17519.25509,1079.232588,15360.78991,17519.25509,1079.232588,15360.78991,1535.156449,1535.156449,1535.156449,2458959.201,False,10.36830718,,,,105.8368594,25.10844412,-25.10844412,1256381.05,121515.56,119713.85,923.0127688,89.2726084,87.94896433,115,116,8123164379.0,3,27,54,2.0,12.0,23.0,Eclipse,2,12,23,0,0,0,2,1559.8762450731958,True,,,,,,,,,,,,,,,,,,,,,,,,,
